repo_id,repo_full_name,early_4week_stars,early_avg_weekly_stars,early_max_weekly_stars,later_stars,later_avg_weekly_stars,became_high_growth,language,topics,stars_count,forks_count,watchers_count,open_issues_count,created_at,updated_at,pushed_at,archived,is_fork,license,html_url
576201,mrdoob/three.js,1500,1500.0,1500,0.0,0.0,0,JavaScript,3d|augmented-reality|canvas|html5|javascript|svg|virtual-reality|webaudio|webgl|webgl2|webgpu|webxr,113027,36383,113027,428,2010-03-23T18:58:01Z,2026-06-13T20:26:29Z,2026-06-13T18:15:26Z,0,0,MIT,https://github.com/mrdoob/three.js
858127,pandas-dev/pandas,548,137.0,538,952.0,7.0,1,Python,alignment|data-analysis|data-science|flexible|pandas|python,48974,20012,48974,3213,2010-08-24T01:37:33Z,2026-06-13T18:29:12Z,2026-06-11T22:16:14Z,0,0,BSD-3-Clause,https://github.com/pandas-dev/pandas
931135,Leaflet/Leaflet,1500,1500.0,1500,0.0,0.0,0,JavaScript,javascript|leaflet|maps,45192,6134,45192,547,2010-09-22T16:57:44Z,2026-06-13T18:36:04Z,2026-06-12T15:33:26Z,0,0,BSD-2-Clause,https://github.com/Leaflet/Leaflet
1362490,psf/requests,1500,1500.0,1500,0.0,0.0,0,Python,client|cookies|forhumans|http|humans|python|python-requests|requests,54038,9969,54038,229,2011-02-13T18:38:17Z,2026-06-13T18:40:24Z,2026-06-09T15:46:02Z,0,0,Apache-2.0,https://github.com/psf/requests
1644196,JuliaLang/julia,1097,274.25,1068,403.0,6.948275862068965,0,Julia,hacktoberfest|hpc|julia|julia-language|julialang|machine-learning|numerical|programming-language|science|scientific,48838,5790,48838,4712,2011-04-21T07:01:50Z,2026-06-13T18:35:17Z,2026-06-13T16:59:44Z,0,0,MIT,https://github.com/JuliaLang/julia
2126244,twbs/bootstrap,1500,1500.0,1500,0.0,0.0,0,MDX,bootstrap|css|css-framework|html|javascript|sass|scss,174317,78823,174317,447,2011-07-29T21:19:00Z,2026-06-13T20:21:08Z,2026-06-13T05:37:00Z,0,0,MIT,https://github.com/twbs/bootstrap
3214406,meteor/meteor,1500,1500.0,1500,0.0,0.0,0,JavaScript,build-system|framework|hacktoberfest|javascript|meteor|mongodb|nodejs|npm|react|reactive-programming|realtime|rpc|zero-configuration,44780,5247,44780,397,2012-01-19T01:58:17Z,2026-06-13T05:56:20Z,2026-06-12T18:21:27Z,0,0,NOASSERTION,https://github.com/meteor/meteor
4164482,django/django,1500,1500.0,1500,0.0,0.0,0,Python,apps|django|framework|models|orm|python|templates|views|web,87853,33855,87853,450,2012-04-28T02:47:18Z,2026-06-13T20:36:01Z,2026-06-11T20:27:10Z,0,0,BSD-3-Clause,https://github.com/django/django
5108051,opencv/opencv,289,72.25,274,1211.0,18.074626865671643,1,C++,c-plus-plus|computer-vision|deep-learning|image-processing|opencv,89055,56652,89055,2724,2012-07-19T09:40:17Z,2026-06-13T20:55:32Z,2026-06-11T18:00:04Z,0,0,Apache-2.0,https://github.com/opencv/opencv
5625464,pyenv/pyenv,46,11.5,36,1454.0,17.105882352941176,1,Shell,python|shell,44885,3250,44885,56,2012-08-31T06:57:52Z,2026-06-13T14:25:02Z,2026-06-12T12:34:14Z,0,0,MIT,https://github.com/pyenv/pyenv
6498492,airbnb/javascript,1315,328.75,1301,185.0,12.333333333333334,0,JavaScript,arrow-functions|es2015|es2016|es2017|es2018|es6|eslint|javascript|linting|naming-conventions|style-guide|style-linter|styleguide|tc39,148085,26651,148085,159,2012-11-01T23:13:50Z,2026-06-13T18:37:32Z,2026-04-16T19:24:09Z,0,0,MIT,https://github.com/airbnb/javascript
7569578,discourse/discourse,1500,1500.0,1500,0.0,0.0,0,Ruby,discourse|ember|forum|javascript|postgresql|rails|ruby,47256,8934,47256,163,2013-01-12T00:25:55Z,2026-06-13T17:20:02Z,2026-06-12T23:15:33Z,0,0,GPL-2.0,https://github.com/discourse/discourse
7741856,pixijs/pixijs,1026,256.5,790,474.0,118.5,0,TypeScript,canvas|canvas2d|data-visualization|game|glsl|javascript|pixi|pixijs|renderer|rendering|rendering-2d-graphics|rendering-engine|webgl,47397,5029,47397,331,2013-01-21T22:40:50Z,2026-06-13T14:51:30Z,2026-06-09T12:53:40Z,0,0,MIT,https://github.com/pixijs/pixijs
9384267,electron/electron,1500,500.0,1300,0.0,0.0,0,C++,c-plus-plus|chrome|css|electron|html|javascript|nodejs|v8|works-with-codespaces,121619,17246,121619,872,2013-04-12T01:47:36Z,2026-06-13T15:58:53Z,2026-06-13T13:01:06Z,0,0,MIT,https://github.com/electron/electron
9852918,TryGhost/Ghost,5,1.25,2,1495.0,299.0,1,JavaScript,blogging|cms|ghost|javascript|journalism|nodejs|publishing|web-application,53915,11708,53915,160,2013-05-04T11:09:13Z,2026-06-13T20:28:56Z,2026-06-13T20:55:06Z,0,0,MIT,https://github.com/TryGhost/Ghost
10270250,react/react,1325,331.25,1003,175.0,29.166666666666668,0,JavaScript,declarative|frontend|javascript|library|react|ui,245816,51056,245816,1287,2013-05-24T16:15:54Z,2026-06-13T20:47:22Z,2026-06-12T19:00:16Z,0,0,MIT,https://github.com/react/react
10744183,netdata/netdata,4,1.0,1,1496.0,93.5,1,C,ai|alerting|cncf|data-visualization|database|devops|docker|grafana|influxdb|kubernetes|linux|machine-learning|mcp|mongodb|monitoring|mysql|netdata|observability|postgresql|prometheus,79143,6450,79143,336,2013-06-17T18:39:10Z,2026-06-13T19:59:34Z,2026-06-13T08:41:04Z,0,0,GPL-3.0,https://github.com/netdata/netdata
11730342,vuejs/vue,5,1.25,2,1495.0,57.5,1,TypeScript,framework|frontend|javascript|vue,209869,33706,209869,629,2013-07-29T03:24:51Z,2026-06-13T19:52:24Z,2024-10-10T07:24:15Z,0,0,MIT,https://github.com/vuejs/vue
12256376,ionic-team/ionic-framework,4,1.0,1,1496.0,374.0,1,TypeScript,angular|capacitor|framework|frontend|ionic|ios|javascript|material-design|mobile|pwa|react|stencil|stenciljs|typescript|ui-components|vue|web|webcomponents,52512,13359,52512,622,2013-08-20T23:06:02Z,2026-06-13T19:43:13Z,2026-06-12T22:30:09Z,0,0,MIT,https://github.com/ionic-team/ionic-framework
12888993,home-assistant/core,4,1.0,1,1496.0,88.0,1,Python,asyncio|hacktoberfest|home-automation|internet-of-things|iot|mqtt|python|raspberry-pi,87701,37666,87701,3453,2013-09-17T07:29:48Z,2026-06-13T20:30:40Z,2026-06-13T20:26:58Z,0,0,Apache-2.0,https://github.com/home-assistant/core
14098069,justjavac/free-programming-books-zh_CN,870,217.5,376,630.0,33.1578947368421,1,,android|angular|books|free|ios|javascript|kotlin|pdf|programming|python|react|react-native|swift|vue,117105,28233,117105,32,2013-11-04T01:59:19Z,2026-06-13T20:22:19Z,2024-07-15T08:55:20Z,0,0,GPL-3.0,https://github.com/justjavac/free-programming-books-zh_CN
14440270,getify/You-Dont-Know-JS,1500,500.0,904,0.0,0.0,0,,async|book|book-series|closures|education|es2015|es6|javascript|learn-to-code|programming|prototypes|training-materials|training-providers,184527,33525,184527,2,2013-11-16T02:37:24Z,2026-06-13T18:37:33Z,2026-02-15T04:36:44Z,0,0,NOASSERTION,https://github.com/getify/You-Dont-Know-JS
15062869,jestjs/jest,1021,255.25,736,479.0,19.16,1,TypeScript,easy|expectation|facebook|immersive|javascript|painless|painless-javascript-testing|snapshot|testing,45440,6662,45440,236,2013-12-10T00:18:04Z,2026-06-13T18:40:57Z,2026-06-11T18:56:28Z,0,0,MIT,https://github.com/jestjs/jest
19745004,odoo/odoo,520,130.0,284,980.0,30.625,1,Python,apps|business|erp|management|odoo|odoo-apps|python,52388,32787,52388,9742,2014-05-13T15:38:58Z,2026-06-13T19:29:16Z,2026-06-13T20:19:38Z,0,0,NOASSERTION,https://github.com/odoo/odoo
20929025,microsoft/TypeScript,1500,375.0,1303,0.0,0.0,0,TypeScript,javascript|language|typechecker|typescript,109226,13429,109226,5036,2014-06-17T15:28:39Z,2026-06-13T19:40:57Z,2026-06-12T20:10:40Z,0,0,Apache-2.0,https://github.com/microsoft/TypeScript
21289110,vinta/awesome-python,1500,750.0,1478,0.0,0.0,0,Python,awesome|collections|python|python-frameworks|python-libraries|python-tools,302737,28076,302737,18,2014-06-27T21:00:06Z,2026-06-13T20:55:37Z,2026-06-12T04:11:12Z,0,0,NOASSERTION,https://github.com/vinta/awesome-python
22670857,enaqx/awesome-react,12,3.0,4,1488.0,165.33333333333334,1,,awesome|awesome-list|javascript|react|react-apps|react-native|react-tutorial|samples|tutorial|typescript,73610,7584,73610,40,2014-08-06T05:31:44Z,2026-06-13T20:10:06Z,2026-06-02T08:27:23Z,0,0,,https://github.com/enaqx/awesome-react
22887094,tesseract-ocr/tesseract,6,1.5,2,1494.0,34.74418604651163,1,C++,hacktoberfest|lstm|machine-learning|ocr|ocr-engine|tesseract|tesseract-ocr,74666,10657,74666,481,2014-08-12T18:04:59Z,2026-06-13T18:25:17Z,2026-06-13T14:33:54Z,0,0,Apache-2.0,https://github.com/tesseract-ocr/tesseract
23083156,mui/material-ui,6,1.5,2,1494.0,213.42857142857144,1,JavaScript,design-system|material-design|material-ui|react|react-components,98403,32603,98403,1520,2014-08-18T19:11:54Z,2026-06-13T20:05:40Z,2026-06-11T18:41:13Z,0,0,MIT,https://github.com/mui/material-ui
23088740,axios/axios,116,29.0,58,1384.0,21.96825396825397,1,JavaScript,hacktoberfest|http-client|javascript|nodejs|promise,109076,11712,109076,147,2014-08-18T22:30:27Z,2026-06-13T20:47:32Z,2026-06-13T12:16:53Z,0,0,MIT,https://github.com/axios/axios
24195339,angular/angular,42,10.5,14,1458.0,69.42857142857143,1,TypeScript,angular|javascript|pwa|typescript|web|web-framework|web-performance,100327,27176,100327,1167,2014-09-18T16:12:01Z,2026-06-13T16:30:20Z,2026-06-12T17:19:26Z,0,0,MIT,https://github.com/angular/angular
26066727,mermaid-js/mermaid,1500,750.0,817,0.0,0.0,0,TypeScript,diagrams|diagrams-as-code|documentation|flowchart|javascript|mindmap|typescript|uml-diagrams,88629,9039,88629,1606,2014-11-01T23:52:32Z,2026-06-13T20:26:53Z,2026-06-13T05:37:40Z,0,0,MIT,https://github.com/mermaid-js/mermaid
27193779,nodejs/node,1500,750.0,1041,0.0,0.0,0,JavaScript,javascript|js|linux|macos|mit|node|nodejs|runtime|windows,117760,35675,117760,2489,2014-11-26T19:57:11Z,2026-06-13T20:50:23Z,2026-06-13T20:50:15Z,0,0,NOASSERTION,https://github.com/nodejs/node
28457823,freeCodeCamp/freeCodeCamp,47,11.75,33,1453.0,60.541666666666664,1,TypeScript,careers|certification|community|curriculum|d3|education|freecodecamp|javascript|learn-to-code|math|nodejs|nonprofits|programming|react|teachers,446814,44925,446814,189,2014-12-24T17:49:19Z,2026-06-13T20:52:35Z,2026-06-13T15:43:32Z,0,0,BSD-3-Clause,https://github.com/freeCodeCamp/freeCodeCamp
29028775,react/react-native,62,15.5,49,1438.0,239.66666666666663,1,C++,android|app-framework|cross-platform|ios|mobile|mobile-development|react|react-native,126005,25176,126005,1081,2015-01-09T18:10:16Z,2026-06-13T20:47:02Z,2026-06-13T02:59:40Z,0,0,MIT,https://github.com/react/react-native
32689863,3b1b/manim,5,1.25,2,1495.0,17.183908045977013,1,Python,3b1b-videos|animation|explanatory-math-videos|python,87567,7309,87567,494,2015-03-22T18:50:58Z,2026-06-13T20:47:40Z,2026-04-18T13:59:18Z,0,0,MIT,https://github.com/3b1b/manim
33614304,nvbn/thefuck,1500,750.0,1497,0.0,0.0,0,Python,python|shell,97329,3945,97329,452,2015-04-08T15:08:04Z,2026-06-13T20:53:22Z,2024-07-19T14:56:13Z,0,0,MIT,https://github.com/nvbn/thefuck
33884891,apache/airflow,509,127.25,257,991.0,34.172413793103445,1,Python,airflow|apache|apache-airflow|automation|dag|data-engineering|data-integration|data-orchestrator|data-pipelines|data-science|elt|etl|machine-learning|mlops|orchestration|python|scheduler|workflow|workflow-engine|workflow-orchestration,45800,17234,45800,1712,2015-04-13T18:04:58Z,2026-06-13T20:44:34Z,2026-06-13T20:44:27Z,0,0,Apache-2.0,https://github.com/apache/airflow
34526884,ant-design/ant-design,1500,1500.0,1500,0.0,0.0,0,TypeScript,ant-design|antd|design-systems|react|typescript|ui-kit|ui-library,98343,54625,98343,1351,2015-04-24T15:37:24Z,2026-06-13T20:06:46Z,2026-06-13T19:02:54Z,0,0,MIT,https://github.com/ant-design/ant-design
35866694,RocketChat/Rocket.Chat,1500,500.0,807,0.0,0.0,0,TypeScript,chat|collaboration|foss|free|hacktoberfest|javascript|meteor|mit|real-time|slack|webrtc,45456,13644,45456,3759,2015-05-19T07:36:09Z,2026-06-13T17:25:05Z,2026-06-13T19:37:00Z,0,0,NOASSERTION,https://github.com/RocketChat/Rocket.Chat
39464018,apache/superset,16,4.0,11,1484.0,51.172413793103445,1,TypeScript,analytics|apache|apache-superset|asf|bi|business-analytics|business-intelligence|data-analysis|data-analytics|data-engineering|data-science|data-visualization|data-viz|flask|python|react|sql-editor|superset,73275,17606,73275,1189,2015-07-21T18:55:34Z,2026-06-13T19:27:05Z,2026-06-13T19:32:39Z,0,0,Apache-2.0,https://github.com/apache/superset
43441403,strapi/strapi,47,11.75,15,519.0,12.357142857142858,1,TypeScript,api|cms|cms-framework|content-management|content-management-system|customizable|dashboard|graphql|hacktoberfest|headless-cms|jamstack|javascript|mysql|no-code|nodejs|posgresql|rest|strapi|typescript,72354,9739,72354,644,2015-09-30T15:34:48Z,2026-06-13T18:35:18Z,2026-06-12T16:47:28Z,0,0,NOASSERTION,https://github.com/strapi/strapi
45717250,tensorflow/tensorflow,1500,1500.0,1500,0.0,0.0,0,C++,deep-learning|deep-neural-networks|distributed|machine-learning|ml|neural-network|python|tensorflow,195642,75177,195642,3413,2015-11-07T01:19:20Z,2026-06-13T20:35:28Z,2026-06-13T20:35:19Z,0,0,Apache-2.0,https://github.com/tensorflow/tensorflow
47018239,DopplerHQ/awesome-interview-questions,1500,750.0,934,0.0,0.0,0,,android-interview-questions|angularjs-interview-questions|awesome|awesome-list|awesomeness|interview-practice|interview-questions|interviewing|javascript|javascript-interview-questions|list|python-interview-questions|rails-interview|ruby,83070,9532,83070,48,2015-11-28T09:48:17Z,2026-06-13T20:59:46Z,2024-07-29T14:21:23Z,1,0,,https://github.com/DopplerHQ/awesome-interview-questions
54173593,storybookjs/storybook,1500,750.0,1488,0.0,0.0,0,TypeScript,angular|components|design-systems|documentation|html|javascript|react|react-native|stories|storybook|styleguide|svelte|testing|typescript|ui|vite|vue|web-components|webpack|workshop,90326,10129,90326,1817,2016-03-18T04:23:44Z,2026-06-13T20:08:32Z,2026-06-13T20:16:43Z,0,0,MIT,https://github.com/storybookjs/storybook
58028038,521xueweihan/HelloGitHub,55,13.75,31,1445.0,34.404761904761905,1,Python,awesome|github|hellogithub|python,161166,12153,161166,434,2016-05-04T06:24:11Z,2026-06-13T20:31:47Z,2026-05-29T03:35:49Z,0,0,,https://github.com/521xueweihan/HelloGitHub
61893399,brillout/awesome-react-components,92,23.0,78,1408.0,281.6,1,,awesome|awesome-list|react|react-component|react-components,47764,3782,47764,55,2016-06-24T15:19:33Z,2026-06-13T21:00:12Z,2026-01-26T16:36:45Z,0,0,CC0-1.0,https://github.com/brillout/awesome-react-components
62367558,vercel/hyper,1500,500.0,1306,0.0,0.0,0,TypeScript,css|html|hyper|javascript|linux|macos|react|terminal|terminal-emulators,44600,3561,44600,1043,2016-07-01T06:01:21Z,2026-06-13T15:44:27Z,2026-06-08T11:03:23Z,0,0,MIT,https://github.com/vercel/hyper
63476337,TheAlgorithms/Python,254,63.5,114,1246.0,21.482758620689655,1,Python,algorithm|algorithm-competitions|algorithms-implemented|algos|community-driven|education|hacktoberfest|interview|learn|practice|python|searches|sorting-algorithms|sorts,221924,50758,221924,950,2016-07-16T09:44:01Z,2026-06-13T20:44:55Z,2026-06-01T19:33:28Z,0,0,MIT,https://github.com/TheAlgorithms/Python
63537249,react/create-react-app,1500,750.0,1499,0.0,0.0,0,JavaScript,build-tools|react|zero-configuration,103326,26997,103326,2409,2016-07-17T14:55:11Z,2026-06-13T14:37:08Z,2025-02-15T01:32:11Z,0,0,MIT,https://github.com/react/create-react-app
65388917,jakevdp/PythonDataScienceHandbook,165,41.25,128,1335.0,74.16666666666667,1,Jupyter Notebook,jupyter-notebook|matplotlib|numpy|pandas|python|scikit-learn,48525,18980,48525,230,2016-08-10T14:24:36Z,2026-06-13T19:42:59Z,2024-06-26T19:17:33Z,0,0,MIT,https://github.com/jakevdp/PythonDataScienceHandbook
65600975,pytorch/pytorch,6,1.5,3,1494.0,149.4,1,Python,autograd|deep-learning|gpu|machine-learning|neural-network|numpy|python|tensor,100728,28009,100728,18395,2016-08-13T05:26:41Z,2026-06-13T20:23:28Z,2026-06-13T20:38:59Z,0,0,NOASSERTION,https://github.com/pytorch/pytorch
65750241,expo/expo,120,30.0,51,1380.0,25.555555555555557,1,TypeScript,android|app-framework|expo|framework|frontend|ios|javascript|mobile|native|native-apps|react|react-native|typescript|universal|web|web-framework,50052,12738,50052,584,2016-08-15T17:14:25Z,2026-06-13T19:56:26Z,2026-06-13T20:15:49Z,0,0,MIT,https://github.com/expo/expo
67274736,ElemeFE/element,1500,375.0,765,0.0,0.0,0,Vue,components|element-ui|javascript|ui-kit|vue|vue-components|vuejs,54118,14458,54118,2971,2016-09-03T06:19:26Z,2026-06-13T06:56:27Z,2024-08-20T07:40:13Z,0,0,MIT,https://github.com/ElemeFE/element
70107786,vercel/next.js,1500,1500.0,1500,0.0,0.0,0,JavaScript,blog|browser|compiler|components|hybrid|nextjs|node|react|server-rendering|ssg|static|static-site-generator|universal|vercel,139981,31219,139981,4075,2016-10-05T23:32:51Z,2026-06-13T18:30:45Z,2026-06-13T20:55:48Z,0,0,MIT,https://github.com/vercel/next.js
71583602,Developer-Y/cs-video-courses,1500,375.0,904,0.0,0.0,0,,algorithms|bioinformatics|computational-biology|computational-physics|computer-architecture|computer-science|computer-vision|database-systems|databases|deep-learning|embedded-systems|machine-learning|quantum-computing|reinforcement-learning|robotics|security|systems|web-development,81786,11301,81786,2,2016-10-21T17:02:11Z,2026-06-13T20:34:43Z,2026-06-13T15:50:10Z,0,0,,https://github.com/Developer-Y/cs-video-courses
74791366,ryanmcdermott/clean-code-javascript,1500,750.0,1498,0.0,0.0,0,JavaScript,best-practices|clean-architecture|clean-code|composition|inheritance|javascript|principles,94448,12460,94448,123,2016-11-25T22:25:41Z,2026-06-13T14:26:36Z,2024-07-29T07:24:37Z,0,0,MIT,https://github.com/ryanmcdermott/clean-code-javascript
75104123,prettier/prettier,32,8.0,16,1468.0,1468.0,1,JavaScript,angular|ast|css|flow|formatter|graphql|html|javascript|json|jsx|less|markdown|prettier|printer|scss|typescript|vue|yaml,52010,4741,52010,1409,2016-11-29T17:13:37Z,2026-06-13T18:42:16Z,2026-06-13T02:36:17Z,0,0,MIT,https://github.com/prettier/prettier
79162682,laurent22/joplin,1500,375.0,1478,0.0,0.0,0,TypeScript,android|dropbox|electron|enex-files|evernote|javascript|joplin|nextcloud|nodejs|note-taking|notesnook|obsidian|onedrive|react-native|standardnotes|synchronisation|web-clipper|webdav,55180,6141,55180,566,2017-01-16T21:49:41Z,2026-06-13T20:17:51Z,2026-06-13T20:20:39Z,0,0,NOASSERTION,https://github.com/laurent22/joplin
80945428,nestjs/nest,70,17.5,47,1430.0,46.12903225806452,1,TypeScript,framework|hacktoberfest|javascript|javascript-framework|microservices|nest|nestjs|node|nodejs|nodejs-framework|typescript|typescript-framework|websockets,75826,8319,75826,28,2017-02-04T20:12:52Z,2026-06-13T18:32:32Z,2026-06-12T22:48:14Z,0,0,MIT,https://github.com/nestjs/nest
83222441,donnemartin/system-design-primer,1500,1500.0,1500,0.0,0.0,0,Python,design|design-patterns|design-system|development|interview|interview-practice|interview-questions|programming|python|system|web|web-application|webapp,352930,56693,352930,550,2017-02-26T16:15:28Z,2026-06-13T20:55:26Z,2026-03-20T01:52:19Z,0,0,NOASSERTION,https://github.com/donnemartin/system-design-primer
88011908,practical-tutorials/project-based-learning,1500,375.0,754,0.0,0.0,0,,beginner-project|cpp|golang|javascript|project|python|tutorial|webdevelopment,268897,34848,268897,311,2017-04-12T05:07:46Z,2026-06-13T20:57:41Z,2024-08-15T05:33:54Z,0,0,MIT,https://github.com/practical-tutorials/project-based-learning
91629816,freqtrade/freqtrade,4,1.0,1,1496.0,15.583333333333334,1,Python,algorithmic-trading|bitcoin|cryptocurrencies|cryptocurrency|freqtrade|python|telegram-bot|trade|trading-bot,51415,10707,51415,32,2017-05-17T23:48:53Z,2026-06-13T20:55:21Z,2026-06-13T07:33:22Z,0,0,GPL-3.0,https://github.com/freqtrade/freqtrade
101138315,d2l-ai/d2l-zh,552,138.0,383,948.0,45.142857142857146,1,Python,book|chinese|computer-vision|deep-learning|machine-learning|natural-language-processing|notebook|python,78314,12267,78314,130,2017-08-23T04:40:24Z,2026-06-13T19:08:15Z,2024-07-30T09:32:19Z,0,0,Apache-2.0,https://github.com/d2l-ai/d2l-zh
103633984,goldbergyoni/nodebestpractices,1500,375.0,1352,0.0,0.0,0,Dockerfile,best-practices|es6|eslint|express|expressjs|javascript|jest|microservices|mocha|node-js|nodejs|nodejs-development|npm|rest|style-guide|styleguide|testing|types,105316,10720,105316,133,2017-09-15T08:33:19Z,2026-06-13T20:47:25Z,2025-04-15T21:52:42Z,0,0,CC-BY-SA-4.0,https://github.com/goldbergyoni/nodebestpractices
107111421,thedaviddias/Front-End-Checklist,1500,1500.0,1500,0.0,0.0,0,MDX,ai-agent|ai-agents|checklist|css|front-end-developer-tool|front-end-development|frontend|guidelines|html|javascript|lists|reference|resources|rules|web-development,72920,6650,72920,3,2017-10-16T10:12:36Z,2026-06-13T18:33:34Z,2026-06-09T20:18:49Z,0,0,,https://github.com/thedaviddias/Front-End-Checklist
109343098,serhii-londar/open-source-mac-os-apps,67,16.75,49,1433.0,102.35714285714286,1,,applications|apps|awesome|awesome-list|c|c-plus-plus|hacktoberfest|javascript|mac|macos|macos-application|macosx|objective-c|open-source|opensource|python|ruby|swift,49063,2585,49063,112,2017-11-03T02:35:33Z,2026-06-13T20:55:45Z,2026-04-15T22:47:24Z,0,0,CC0-1.0,https://github.com/serhii-londar/open-source-mac-os-apps
110058856,LeCoupa/awesome-cheatsheets,19,4.75,8,1481.0,148.1,1,JavaScript,backend|bash|cheatsheet|cheatsheets|database|django|docker|feathersjs|frontend|javascript|kubernetes|language|nodejs|php|programming-language|redis|sailsjs|vim|vuejs|xcode,46007,6711,46007,138,2017-11-09T02:47:15Z,2026-06-13T16:58:22Z,2026-04-12T17:26:10Z,0,0,MIT,https://github.com/LeCoupa/awesome-cheatsheets
112507086,Chalarangelo/30-seconds-of-code,1500,750.0,1499,0.0,0.0,0,JavaScript,astro|awesome-list|css|education|es6-javascript|git|html|javascript|learn-to-code|learning-resources|nodejs|programming|snippets,128085,12477,128085,1,2017-11-29T17:35:03Z,2026-06-13T20:47:34Z,2026-06-11T06:35:33Z,0,0,CC-BY-4.0,https://github.com/Chalarangelo/30-seconds-of-code
121395510,CyC2018/CS-Notes,1500,500.0,831,0.0,0.0,0,,algorithm|computer-science|cpp|interview|java|leetcode|python|system-design,184542,50892,184542,196,2018-02-13T14:56:24Z,2026-06-13T20:03:41Z,2024-08-21T09:40:10Z,0,0,,https://github.com/CyC2018/CS-Notes
126577260,trekhleb/javascript-algorithms,1500,500.0,1498,0.0,0.0,0,JavaScript,algorithm|algorithms|computer-science|data-structures|interview|interview-preparation|javascript|javascript-algorithms,196083,31057,196083,408,2018-03-24T07:47:04Z,2026-06-13T20:47:22Z,2026-05-28T14:30:51Z,0,0,MIT,https://github.com/trekhleb/javascript-algorithms
133442384,denoland/deno,1500,1500.0,1500,0.0,0.0,0,Rust,deno|javascript|rust|typescript,107055,6065,107055,1356,2018-05-15T01:34:26Z,2026-06-13T20:46:41Z,2026-06-13T19:27:11Z,0,0,MIT,https://github.com/denoland/deno
135614069,sudheerj/reactjs-interview-questions,17,4.25,6,1483.0,43.61764705882353,1,JavaScript,interview-preparation|interview-questions|javascript|javascript-applications|javascript-framework|javascript-interview-questions|react|react-interview-questions|react-native|react-router|react16|reactjs|redux,44642,10370,44642,15,2018-05-31T17:17:01Z,2026-06-13T18:00:38Z,2026-04-27T15:17:39Z,0,0,MIT,https://github.com/sudheerj/reactjs-interview-questions
135786093,typescript-cheatsheets/react,829,207.25,376,671.0,39.47058823529411,1,TypeScript,cheatsheet|guide|react|typescript,47066,4292,47066,0,2018-06-02T04:08:16Z,2026-06-13T14:20:58Z,2026-05-29T19:52:44Z,0,0,MIT,https://github.com/typescript-cheatsheets/react
139824423,Avik-Jain/100-Days-Of-ML-Code,200,50.0,116,1300.0,1300.0,1,,100-days-of-code-log|100daysofcode|deep-learning|implementation|infographics|linear-algebra|linear-regression|logistic-regression|machine-learning|machine-learning-algorithms|naive-bayes-classifier|python|scikit-learn|siraj-raval|siraj-raval-challenge|support-vector-machines|svm|tutorial,51241,11540,51241,68,2018-07-05T09:11:43Z,2026-06-13T17:57:44Z,2023-12-29T07:57:53Z,0,0,MIT,https://github.com/Avik-Jain/100-Days-Of-ML-Code
