repo_id,repo_full_name,early_4week_stars,early_avg_weekly_stars,early_max_weekly_stars,later_stars,later_avg_weekly_stars,became_high_growth,language,topics,stars_count,forks_count,watchers_count,open_issues_count,created_at,updated_at,pushed_at,archived,is_fork,license,html_url,topic_count,has_ai_topic,has_ml_topic,has_deep_learning_topic,has_data_science_topic,has_web_topic,has_llm_topic,early_to_total_star_ratio,early_peak_to_average_ratio,forks_per_star,issues_per_star
576201,mrdoob/three.js,1500,1500.0,1500,0.0,0.0,0,JavaScript,3d|augmented-reality|canvas|html5|javascript|svg|virtual-reality|webaudio|webgl|webgl2|webgpu|webxr,113027,36383,113027,428,2010-03-23T18:58:01Z,2026-06-13T20:26:29Z,2026-06-13T18:15:26Z,0,0,MIT,https://github.com/mrdoob/three.js,1,0,1,0,0,1,0,0.013271047881940758,0.9993337774816788,0.3218936900591004,0.0037866723289804297
858127,pandas-dev/pandas,548,137.0,538,952.0,7.0,1,Python,alignment|data-analysis|data-science|flexible|pandas|python,48974,20012,48974,3213,2010-08-24T01:37:33Z,2026-06-13T18:29:12Z,2026-06-11T22:16:14Z,0,0,BSD-3-Clause,https://github.com/pandas-dev/pandas,1,0,0,0,1,0,0,0.011189382337927514,3.898550724637681,0.40861664114344054,0.06560490045941807
931135,Leaflet/Leaflet,1500,1500.0,1500,0.0,0.0,0,JavaScript,javascript|leaflet|maps,45192,6134,45192,547,2010-09-22T16:57:44Z,2026-06-13T18:36:04Z,2026-06-12T15:33:26Z,0,0,BSD-2-Clause,https://github.com/Leaflet/Leaflet,1,0,0,0,0,1,0,0.03319098090412232,0.9993337774816788,0.13572898457725754,0.012103644369703273
1362490,psf/requests,1500,1500.0,1500,0.0,0.0,0,Python,client|cookies|forhumans|http|humans|python|python-requests|requests,54038,9969,54038,229,2011-02-13T18:38:17Z,2026-06-13T18:40:24Z,2026-06-09T15:46:02Z,0,0,Apache-2.0,https://github.com/psf/requests,1,0,0,0,0,0,0,0.027757730527952034,0.9993337774816788,0.18447787708876923,0.004237680193934011
1644196,JuliaLang/julia,1097,274.25,1068,403.0,6.948275862068965,0,Julia,hacktoberfest|hpc|julia|julia-language|julialang|machine-learning|numerical|programming-language|science|scientific,48838,5790,48838,4712,2011-04-21T07:01:50Z,2026-06-13T18:35:17Z,2026-06-13T16:59:44Z,0,0,MIT,https://github.com/JuliaLang/julia,1,0,1,0,0,0,0,0.022461557361944346,3.880108991825613,0.1185527959212924,0.09648027191383934
2126244,twbs/bootstrap,1500,1500.0,1500,0.0,0.0,0,MDX,bootstrap|css|css-framework|html|javascript|sass|scss,174317,78823,174317,447,2011-07-29T21:19:00Z,2026-06-13T20:21:08Z,2026-06-13T05:37:00Z,0,0,MIT,https://github.com/twbs/bootstrap,1,0,1,0,0,1,0,0.008604963342856159,0.9993337774816788,0.452179350382634,0.0025642790761711354
3214406,meteor/meteor,1500,1500.0,1500,0.0,0.0,0,JavaScript,build-system|framework|hacktoberfest|javascript|meteor|mongodb|nodejs|npm|react|reactive-programming|realtime|rpc|zero-configuration,44780,5247,44780,397,2012-01-19T01:58:17Z,2026-06-13T05:56:20Z,2026-06-12T18:21:27Z,0,0,NOASSERTION,https://github.com/meteor/meteor,1,0,0,0,0,1,0,0.033496348897970124,0.9993337774816788,0.11717022844509949,0.008865367008329425
4164482,django/django,1500,1500.0,1500,0.0,0.0,0,Python,apps|django|framework|models|orm|python|templates|views|web,87853,33855,87853,450,2012-04-28T02:47:18Z,2026-06-13T20:36:01Z,2026-06-11T20:27:10Z,0,0,BSD-3-Clause,https://github.com/django/django,1,0,0,0,0,1,0,0.01707378150112687,0.9993337774816788,0.38535524848043345,0.005122134450338061
5108051,opencv/opencv,289,72.25,274,1211.0,18.074626865671643,1,C++,c-plus-plus|computer-vision|deep-learning|image-processing|opencv,89055,56652,89055,2724,2012-07-19T09:40:17Z,2026-06-13T20:55:32Z,2026-06-11T18:00:04Z,0,0,Apache-2.0,https://github.com/opencv/opencv,1,0,0,1,0,0,0,0.0032451491196550486,3.74061433447099,0.6361390585698886,0.030587495508444126
5625464,pyenv/pyenv,46,11.5,36,1454.0,17.105882352941176,1,Shell,python|shell,44885,3250,44885,56,2012-08-31T06:57:52Z,2026-06-13T14:25:02Z,2026-06-12T12:34:14Z,0,0,MIT,https://github.com/pyenv/pyenv,1,0,0,0,0,0,0,0.0010248184289087911,2.88,0.0724056498685559,0.0012476050438889631
6498492,airbnb/javascript,1315,328.75,1301,185.0,12.333333333333334,0,JavaScript,arrow-functions|es2015|es2016|es2017|es2018|es6|eslint|javascript|linting|naming-conventions|style-guide|style-linter|styleguide|tc39,148085,26651,148085,159,2012-11-01T23:13:50Z,2026-06-13T18:37:32Z,2026-04-16T19:24:09Z,0,0,MIT,https://github.com/airbnb/javascript,1,0,0,0,0,1,0,0.008879975149575246,3.9454131918119786,0.17996974730899612,0.0010737004173250679
7569578,discourse/discourse,1500,1500.0,1500,0.0,0.0,0,Ruby,discourse|ember|forum|javascript|postgresql|rails|ruby,47256,8934,47256,163,2013-01-12T00:25:55Z,2026-06-13T17:20:02Z,2026-06-12T23:15:33Z,0,0,GPL-2.0,https://github.com/discourse/discourse,1,1,0,0,0,1,0,0.03174132932687221,0.9993337774816788,0.1890513574708509,0.0034492244535201133
7741856,pixijs/pixijs,1026,256.5,790,474.0,118.5,0,TypeScript,canvas|canvas2d|data-visualization|game|glsl|javascript|pixi|pixijs|renderer|rendering|rendering-2d-graphics|rendering-engine|webgl,47397,5029,47397,331,2013-01-21T22:40:50Z,2026-06-13T14:51:30Z,2026-06-09T12:53:40Z,0,0,MIT,https://github.com/pixijs/pixijs,1,0,0,0,0,1,0,0.021646482973965146,3.0679611650485437,0.1061015232710241,0.006983417021815266
9384267,electron/electron,1500,500.0,1300,0.0,0.0,0,C++,c-plus-plus|chrome|css|electron|html|javascript|nodejs|v8|works-with-codespaces,121619,17246,121619,872,2013-04-12T01:47:36Z,2026-06-13T15:58:53Z,2026-06-13T13:01:06Z,0,0,MIT,https://github.com/electron/electron,1,0,1,0,0,1,0,0.0123334977799704,2.594810379241517,0.14180233514224633,0.007169873376089459
9852918,TryGhost/Ghost,5,1.25,2,1495.0,299.0,1,JavaScript,blogging|cms|ghost|javascript|journalism|nodejs|publishing|web-application,53915,11708,53915,160,2013-05-04T11:09:13Z,2026-06-13T20:28:56Z,2026-06-13T20:55:06Z,0,0,MIT,https://github.com/TryGhost/Ghost,1,0,0,0,0,1,0,9.27368499146821e-05,0.8888888888888888,0.2171526077602196,0.0029675791972698273
10270250,react/react,1325,331.25,1003,175.0,29.166666666666668,0,JavaScript,declarative|frontend|javascript|library|react|ui,245816,51056,245816,1287,2013-05-24T16:15:54Z,2026-06-13T20:47:22Z,2026-06-12T19:00:16Z,0,0,MIT,https://github.com/react/react,1,0,0,0,0,1,0,0.005390188636261934,3.018811136192626,0.2076992234060297,0.005235602094240838
10744183,netdata/netdata,4,1.0,1,1496.0,93.5,1,C,ai|alerting|cncf|data-visualization|database|devops|docker|grafana|influxdb|kubernetes|linux|machine-learning|mcp|mongodb|monitoring|mysql|netdata|observability|postgresql|prometheus,79143,6450,79143,336,2013-06-17T18:39:10Z,2026-06-13T19:59:34Z,2026-06-13T08:41:04Z,0,0,GPL-3.0,https://github.com/netdata/netdata,1,1,1,0,0,0,0,5.054078641463661e-05,0.5,0.08149701809360153,0.004245426058829475
11730342,vuejs/vue,5,1.25,2,1495.0,57.5,1,TypeScript,framework|frontend|javascript|vue,209869,33706,209869,629,2013-07-29T03:24:51Z,2026-06-13T19:52:24Z,2024-10-10T07:24:15Z,0,0,MIT,https://github.com/vuejs/vue,1,0,0,0,0,1,0,2.3824272168485253e-05,0.8888888888888888,0.16060418354219277,0.002997093438795445
12256376,ionic-team/ionic-framework,4,1.0,1,1496.0,374.0,1,TypeScript,angular|capacitor|framework|frontend|ionic|ios|javascript|material-design|mobile|pwa|react|stencil|stenciljs|typescript|ui-components|vue|web|webcomponents,52512,13359,52512,622,2013-08-20T23:06:02Z,2026-06-13T19:43:13Z,2026-06-12T22:30:09Z,0,0,MIT,https://github.com/ionic-team/ionic-framework,1,0,0,0,0,1,0,7.61716146478015e-05,0.5,0.25439415001999505,0.011844686077733133
12888993,home-assistant/core,4,1.0,1,1496.0,88.0,1,Python,asyncio|hacktoberfest|home-automation|internet-of-things|iot|mqtt|python|raspberry-pi,87701,37666,87701,3453,2013-09-17T07:29:48Z,2026-06-13T20:30:40Z,2026-06-13T20:26:58Z,0,0,Apache-2.0,https://github.com/home-assistant/core,1,0,0,0,0,0,0,4.5608994093635264e-05,0.5,0.42947709288271646,0.039371964151330645
14098069,justjavac/free-programming-books-zh_CN,870,217.5,376,630.0,33.1578947368421,1,Unknown,android|angular|books|free|ios|javascript|kotlin|pdf|programming|python|react|react-native|swift|vue,117105,28233,117105,32,2013-11-04T01:59:19Z,2026-06-13T20:22:19Z,2024-07-15T08:55:20Z,0,0,GPL-3.0,https://github.com/justjavac/free-programming-books-zh_CN,1,0,0,0,0,1,0,0.007429166737827267,1.7208237986270023,0.2410892695506635,0.0002732567075982443
14440270,getify/You-Dont-Know-JS,1500,500.0,904,0.0,0.0,0,Unknown,async|book|book-series|closures|education|es2015|es6|javascript|learn-to-code|programming|prototypes|training-materials|training-providers,184527,33525,184527,2,2013-11-16T02:37:24Z,2026-06-13T18:37:33Z,2026-02-15T04:36:44Z,0,0,NOASSERTION,https://github.com/getify/You-Dont-Know-JS,1,1,0,0,0,1,0,0.00812884765455649,1.8043912175648702,0.18167974507933754,1.0838463539408653e-05
15062869,jestjs/jest,1021,255.25,736,479.0,19.16,1,TypeScript,easy|expectation|facebook|immersive|javascript|painless|painless-javascript-testing|snapshot|testing,45440,6662,45440,236,2013-12-10T00:18:04Z,2026-06-13T18:40:57Z,2026-06-11T18:56:28Z,0,0,MIT,https://github.com/jestjs/jest,1,1,0,0,0,1,0,0.02246869567131005,2.8721951219512194,0.14660768909134922,0.005193547677207808
19745004,odoo/odoo,520,130.0,284,980.0,30.625,1,Python,apps|business|erp|management|odoo|odoo-apps|python,52388,32787,52388,9742,2014-05-13T15:38:58Z,2026-06-13T19:29:16Z,2026-06-13T20:19:38Z,0,0,NOASSERTION,https://github.com/odoo/odoo,1,0,0,0,0,0,0,0.009925747771478746,2.16793893129771,0.6258374849682186,0.18595506690335759
20929025,microsoft/TypeScript,1500,375.0,1303,0.0,0.0,0,TypeScript,javascript|language|typechecker|typescript,109226,13429,109226,5036,2014-06-17T15:28:39Z,2026-06-13T19:40:57Z,2026-06-12T20:10:40Z,0,0,Apache-2.0,https://github.com/microsoft/TypeScript,1,0,0,0,0,1,0,0.01373286824686204,3.4654255319148937,0.12294579179140688,0.04610581632746482
21289110,vinta/awesome-python,1500,750.0,1478,0.0,0.0,0,Python,awesome|collections|python|python-frameworks|python-libraries|python-tools,302737,28076,302737,18,2014-06-27T21:00:06Z,2026-06-13T20:55:37Z,2026-06-12T04:11:12Z,0,0,NOASSERTION,https://github.com/vinta/awesome-python,1,0,0,0,0,0,0,0.004954779380190131,1.9680426098535286,0.09274025725214542,5.945735256228158e-05
22670857,enaqx/awesome-react,12,3.0,4,1488.0,165.33333333333334,1,Unknown,awesome|awesome-list|javascript|react|react-apps|react-native|react-tutorial|samples|tutorial|typescript,73610,7584,73610,40,2014-08-06T05:31:44Z,2026-06-13T20:10:06Z,2026-06-02T08:27:23Z,0,0,No License,https://github.com/enaqx/awesome-react,1,0,0,0,0,1,0,0.00016301911399111546,1.0,0.10302808004238496,0.0005433970466370516
22887094,tesseract-ocr/tesseract,6,1.5,2,1494.0,34.74418604651163,1,C++,hacktoberfest|lstm|machine-learning|ocr|ocr-engine|tesseract|tesseract-ocr,74666,10657,74666,481,2014-08-12T18:04:59Z,2026-06-13T18:25:17Z,2026-06-13T14:33:54Z,0,0,Apache-2.0,https://github.com/tesseract-ocr/tesseract,1,0,1,0,0,0,0,8.035678412149946e-05,0.8,0.14272704139713663,0.0064419355270735395
23083156,mui/material-ui,6,1.5,2,1494.0,213.42857142857144,1,JavaScript,design-system|material-design|material-ui|react|react-components,98403,32603,98403,1520,2014-08-18T19:11:54Z,2026-06-13T20:05:40Z,2026-06-11T18:41:13Z,0,0,MIT,https://github.com/mui/material-ui,1,0,0,0,0,1,0,6.097313117352953e-05,0.8,0.33131783260843056,0.015446526563960814
23088740,axios/axios,116,29.0,58,1384.0,21.96825396825397,1,JavaScript,hacktoberfest|http-client|javascript|nodejs|promise,109076,11712,109076,147,2014-08-18T22:30:27Z,2026-06-13T20:47:32Z,2026-06-13T12:16:53Z,0,0,MIT,https://github.com/axios/axios,1,0,0,0,0,1,0,0.00106346892562135,1.9333333333333333,0.10737369014549356,0.0013476718281580902
24195339,angular/angular,42,10.5,14,1458.0,69.42857142857143,1,TypeScript,angular|javascript|pwa|typescript|web|web-framework|web-performance,100327,27176,100327,1167,2014-09-18T16:12:01Z,2026-06-13T16:30:20Z,2026-06-12T17:19:26Z,0,0,MIT,https://github.com/angular/angular,1,0,0,0,0,1,0,0.00041862690375568136,1.2173913043478262,0.2708715413443904,0.011631847540068576
26066727,mermaid-js/mermaid,1500,750.0,817,0.0,0.0,0,TypeScript,diagrams|diagrams-as-code|documentation|flowchart|javascript|mindmap|typescript|uml-diagrams,88629,9039,88629,1606,2014-11-01T23:52:32Z,2026-06-13T20:26:53Z,2026-06-13T05:37:40Z,0,0,MIT,https://github.com/mermaid-js/mermaid,1,0,1,0,0,1,0,0.016924292000451313,1.0878828229027964,0.10198578359471962,0.018120275301816542
27193779,nodejs/node,1500,750.0,1041,0.0,0.0,0,JavaScript,javascript|js|linux|macos|mit|node|nodejs|runtime|windows,117760,35675,117760,2489,2014-11-26T19:57:11Z,2026-06-13T20:50:23Z,2026-06-13T20:50:15Z,0,0,NOASSERTION,https://github.com/nodejs/node,1,0,0,0,0,1,0,0.012737663572829714,1.3861517976031958,0.30294409864046673,0.021136029755182105
28457823,freeCodeCamp/freeCodeCamp,47,11.75,33,1453.0,60.541666666666664,1,TypeScript,careers|certification|community|curriculum|d3|education|freecodecamp|javascript|learn-to-code|math|nodejs|nonprofits|programming|react|teachers,446814,44925,446814,189,2014-12-24T17:49:19Z,2026-06-13T20:52:35Z,2026-06-13T15:43:32Z,0,0,BSD-3-Clause,https://github.com/freeCodeCamp/freeCodeCamp,1,0,0,0,0,1,0,0.00010518894844622494,2.588235294117647,0.10054496827546076,0.0004229938565177982
29028775,react/react-native,62,15.5,49,1438.0,239.66666666666663,1,C++,android|app-framework|cross-platform|ios|mobile|mobile-development|react|react-native,126005,25176,126005,1081,2015-01-09T18:10:16Z,2026-06-13T20:47:02Z,2026-06-13T02:59:40Z,0,0,MIT,https://github.com/react/react-native,1,0,0,0,0,1,0,0.000492040061584369,2.9696969696969697,0.19980000952335603,0.00857895655762424
32689863,3b1b/manim,5,1.25,2,1495.0,17.183908045977013,1,Python,3b1b-videos|animation|explanatory-math-videos|python,87567,7309,87567,494,2015-03-22T18:50:58Z,2026-06-13T20:47:40Z,2026-04-18T13:59:18Z,0,0,MIT,https://github.com/3b1b/manim,1,0,0,0,0,0,0,5.709848346427919e-05,0.8888888888888888,0.08346656312808332,0.0056413301662707836
33614304,nvbn/thefuck,1500,750.0,1497,0.0,0.0,0,Python,python|shell,97329,3945,97329,452,2015-04-08T15:08:04Z,2026-06-13T20:53:22Z,2024-07-19T14:56:13Z,0,0,MIT,https://github.com/nvbn/thefuck,1,0,0,0,0,0,0,0.01541148669474982,1.9933422103861518,0.040532210007192024,0.0046439946573512796
33884891,apache/airflow,509,127.25,257,991.0,34.172413793103445,1,Python,airflow|apache|apache-airflow|automation|dag|data-engineering|data-integration|data-orchestrator|data-pipelines|data-science|elt|etl|machine-learning|mlops|orchestration|python|scheduler|workflow|workflow-engine|workflow-orchestration,45800,17234,45800,1712,2015-04-13T18:04:58Z,2026-06-13T20:44:34Z,2026-06-13T20:44:27Z,0,0,Apache-2.0,https://github.com/apache/airflow,1,1,1,0,1,0,0,0.011113294469553066,2.003898635477583,0.3762799938865964,0.03737909652627672
34526884,ant-design/ant-design,1500,1500.0,1500,0.0,0.0,0,TypeScript,ant-design|antd|design-systems|react|typescript|ui-kit|ui-library,98343,54625,98343,1351,2015-04-24T15:37:24Z,2026-06-13T20:06:46Z,2026-06-13T19:02:54Z,0,0,MIT,https://github.com/ant-design/ant-design,1,0,0,0,0,1,0,0.015252582770682503,0.9993337774816788,0.5554482225656878,0.013737492882128041
35866694,RocketChat/Rocket.Chat,1500,500.0,807,0.0,0.0,0,TypeScript,chat|collaboration|foss|free|hacktoberfest|javascript|meteor|mit|real-time|slack|webrtc,45456,13644,45456,3759,2015-05-19T07:36:09Z,2026-06-13T17:25:05Z,2026-06-13T19:37:00Z,0,0,NOASSERTION,https://github.com/RocketChat/Rocket.Chat,1,0,0,0,0,1,0,0.0329982180962228,1.6107784431137724,0.30015179180324264,0.08269353454913435
39464018,apache/superset,16,4.0,11,1484.0,51.172413793103445,1,TypeScript,analytics|apache|apache-superset|asf|bi|business-analytics|business-intelligence|data-analysis|data-analytics|data-engineering|data-science|data-visualization|data-viz|flask|python|react|sql-editor|superset,73275,17606,73275,1189,2015-07-21T18:55:34Z,2026-06-13T19:27:05Z,2026-06-13T19:32:39Z,0,0,Apache-2.0,https://github.com/apache/superset,1,0,0,0,1,1,0,0.00021835253015994323,2.2,0.24026966537474753,0.016226322397510783
43441403,strapi/strapi,47,11.75,15,519.0,12.357142857142858,1,TypeScript,api|cms|cms-framework|content-management|content-management-system|customizable|dashboard|graphql|hacktoberfest|headless-cms|jamstack|javascript|mysql|no-code|nodejs|posgresql|rest|strapi|typescript,72354,9739,72354,644,2015-09-30T15:34:48Z,2026-06-13T18:35:18Z,2026-06-12T16:47:28Z,0,0,NOASSERTION,https://github.com/strapi/strapi,1,0,0,0,0,1,0,0.0006495750120931518,1.1764705882352942,0.13460023495266396,0.008900559740169995
45717250,tensorflow/tensorflow,1500,1500.0,1500,0.0,0.0,0,C++,deep-learning|deep-neural-networks|distributed|machine-learning|ml|neural-network|python|tensorflow,195642,75177,195642,3413,2015-11-07T01:19:20Z,2026-06-13T20:35:28Z,2026-06-13T20:35:19Z,0,0,Apache-2.0,https://github.com/tensorflow/tensorflow,1,0,1,1,0,0,0,0.007667026165004626,0.9993337774816788,0.3842560173377018,0.017445040200773858
47018239,DopplerHQ/awesome-interview-questions,1500,750.0,934,0.0,0.0,0,Unknown,android-interview-questions|angularjs-interview-questions|awesome|awesome-list|awesomeness|interview-practice|interview-questions|interviewing|javascript|javascript-interview-questions|list|python-interview-questions|rails-interview|ruby,83070,9532,83070,48,2015-11-28T09:48:17Z,2026-06-13T20:59:46Z,2024-07-29T14:21:23Z,1,0,No License,https://github.com/DopplerHQ/awesome-interview-questions,1,1,0,0,0,1,0,0.018056842941580095,1.2436750998668442,0.11474521794609431,0.000577818974130563
54173593,storybookjs/storybook,1500,750.0,1488,0.0,0.0,0,TypeScript,angular|components|design-systems|documentation|html|javascript|react|react-native|stories|storybook|styleguide|svelte|testing|typescript|ui|vite|vue|web-components|webpack|workshop,90326,10129,90326,1817,2016-03-18T04:23:44Z,2026-06-13T20:08:32Z,2026-06-13T20:16:43Z,0,0,MIT,https://github.com/storybookjs/storybook,1,0,1,0,0,1,0,0.016606330333122987,1.981358189081225,0.11213701329613515,0.02011580147685631
58028038,521xueweihan/HelloGitHub,55,13.75,31,1445.0,34.404761904761905,1,Python,awesome|github|hellogithub|python,161166,12153,161166,434,2016-05-04T06:24:11Z,2026-06-13T20:31:47Z,2026-05-29T03:35:49Z,0,0,No License,https://github.com/521xueweihan/HelloGitHub,1,0,0,0,0,0,0,0.0003412609281056296,2.1016949152542375,0.07540625562304938,0.002692858959960786
61893399,brillout/awesome-react-components,92,23.0,78,1408.0,281.6,1,Unknown,awesome|awesome-list|react|react-component|react-components,47764,3782,47764,55,2016-06-24T15:19:33Z,2026-06-13T21:00:12Z,2026-01-26T16:36:45Z,0,0,CC0-1.0,https://github.com/brillout/awesome-react-components,1,0,0,0,0,1,0,0.001926096514184026,3.25,0.0791793153983042,0.0011514707421752329
62367558,vercel/hyper,1500,500.0,1306,0.0,0.0,0,TypeScript,css|html|hyper|javascript|linux|macos|react|terminal|terminal-emulators,44600,3561,44600,1043,2016-07-01T06:01:21Z,2026-06-13T15:44:27Z,2026-06-08T11:03:23Z,0,0,MIT,https://github.com/vercel/hyper,1,0,1,0,0,1,0,0.033631532925270734,2.6067864271457086,0.07984125916459273,0.02338512589403825
63476337,TheAlgorithms/Python,254,63.5,114,1246.0,21.482758620689655,1,Python,algorithm|algorithm-competitions|algorithms-implemented|algos|community-driven|education|hacktoberfest|interview|learn|practice|python|searches|sorting-algorithms|sorts,221924,50758,221924,950,2016-07-16T09:44:01Z,2026-06-13T20:44:55Z,2026-06-01T19:33:28Z,0,0,MIT,https://github.com/TheAlgorithms/Python,1,0,0,0,0,0,0,0.0011445308099583193,1.7674418604651163,0.22871690886560775,0.004280725470316549
63537249,react/create-react-app,1500,750.0,1499,0.0,0.0,0,JavaScript,build-tools|react|zero-configuration,103326,26997,103326,2409,2016-07-17T14:55:11Z,2026-06-13T14:37:08Z,2025-02-15T01:32:11Z,0,0,MIT,https://github.com/react/create-react-app,1,0,0,0,0,1,0,0.014517018785022307,1.996005326231691,0.2612773040928315,0.023314332168745826
65388917,jakevdp/PythonDataScienceHandbook,165,41.25,128,1335.0,74.16666666666667,1,Jupyter Notebook,jupyter-notebook|matplotlib|numpy|pandas|python|scikit-learn,48525,18980,48525,230,2016-08-10T14:24:36Z,2026-06-13T19:42:59Z,2024-06-26T19:17:33Z,0,0,MIT,https://github.com/jakevdp/PythonDataScienceHandbook,1,0,0,0,0,0,0,0.0034002390471087663,3.029585798816568,0.39113052796439024,0.0047397271565758564
